Case_ID,Dice_ET,Dice_TC,Dice_WT
BRATS_268,0.0,0.8043457987503497,0.8347467209407508
BRATS_080,0.8221647580347248,0.8462342575538853,0.8972018692667166
BRATS_335,0.0,0.7770661609161864,0.9194640090959733
BRATS_197,0.8844943463283398,0.9380466731668434,0.9506745920814513
BRATS_223,0.9420766494395597,0.9586766826011078,0.9758605385146464
BRATS_360,0.9313593223918067,0.9682912043016421,0.9003158582965752
BRATS_210,0.9207009443443822,0.9436908035441491,0.9436700235442016
BRATS_188,0.8082864154756749,0.8735409668052155,0.8240832311404723
BRATS_320,0.8949585194639439,0.9084944579750485,0.8389229897901391
BRATS_339,0.9342966336841003,0.9664909551122773,0.9435817234822388
BRATS_355,0.947715996578272,0.9758145618209695,0.973599777312217
BRATS_072,0.8953605953969987,0.9479380953888027,0.7721035253215681
BRATS_143,0.7256276132920285,0.9441819340776839,0.9363764977236612
BRATS_277,0.8526001987413051,0.18309972611567585,0.5457748178176729
BRATS_128,0.7550675675675675,0.6564236678653155,0.9059733609348187
BRATS_323,0.000353045013239188,0.8430913348946136,0.9215104740412361
BRATS_218,0.8702379609789106,0.9375688091903139,0.9318131397276006
BRATS_300,0.8401826484018264,0.736257093622281,0.924346132146773
BRATS_206,0.9023342670401494,0.912842404838136,0.8521686010995724
BRATS_037,0.8345905343900187,0.9306984194376363,0.8800319671866231
BRATS_296,0.6870200826934436,0.7823261773396438,0.975134457667129
BRATS_014,0.8284689427369616,0.901489618077991,0.9126215905503369
BRATS_273,0.3271088216355441,0.887622283725646,0.8947132136614625
BRATS_076,0.7509800261340303,0.8202803212137375,0.9026848866862339
BRATS_222,0.9381021194605009,0.8885665699709913,0.9215322492633417
BRATS_100,0.896556132640831,0.968593560626021,0.9662406443663915
BRATS_205,0.9010617760617761,0.924375133518479,0.924065914166717
BRATS_146,0.8742375313957661,0.943995144526212,0.8976025095227426
BRATS_275,0.0,0.010350992754305071,0.5998874360283243
BRATS_117,0.9409,0.9574735878561349,0.9687893868322917
BRATS_023,0.8811658162092585,0.9555953394183078,0.9213715452926303
BRATS_160,0.8346670958114494,0.8847099667293505,0.9185561370024349
BRATS_032,0.8018049636500376,0.9041008917491559,0.8935785243306251
BRATS_204,0.9180891417733523,0.9414620689655172,0.8127283156718896
BRATS_231,0.9134535439617543,0.9415006889640486,0.9804447432735129
BRATS_244,0.7827572978062987,0.9370169615638705,0.9580208985993492
BRATS_352,0.9078646675213199,0.9301666075859625,0.9545295012284054
BRATS_315,0.5170068027210885,0.8529867968070215,0.9825859371573115
BRATS_313,0.49375,0.9007266739974051,0.9524184344130032
BRATS_067,0.8937510115798302,0.958972061667559,0.9504320536520356
